Timestamp,Record number,Average Water Speed,Average Water Direction,Chlorophyll,Chlorophyll [quality],Temperature,Temperature [quality],DO,Dissolved Oxygen [quality],DO (%Saturation),Dissolved Oxygen (%Saturation) [quality],pH,pH [quality],Salinity,Salinity [quality],Specific Conductance,Specific Conductance [quality],Turbidity,Turbidity [quality]
2023-08-04 23:00:00,1470.75,2.77175,143.78674999999998,1.70275,,19.95975,,7.44025,,100.64425,,8.169,,35.22125,,53.2705,,2.0415,
2023-08-04 23:10:00,,2.9507222222222222,154.74916666666664,1.7821666666666667,,19.950722222222222,,7.438944444444444,,100.61127777777777,,,,35.222944444444444,,53.272777777777776,,2.0184444444444445,
2023-08-04 23:20:00,,3.1296944444444446,165.71158333333332,1.8615833333333334,,19.941694444444444,,7.4376388888888885,,100.57830555555554,,,,35.22463888888889,,53.275055555555554,,1.9953888888888889,
2023-08-04 23:30:00,1471.3333333333333,3.308666666666667,176.67399999999998,1.941,,19.932666666666666,,7.436333333333333,,100.54533333333332,,8.168,,35.226333333333336,,53.27733333333333,,1.9723333333333333,
2023-08-04 23:40:00,,5.251777777777778,135.11766666666665,1.7750000000000001,,19.895777777777777,,7.443888888888888,,100.58588888888887,,,,35.24122222222223,,53.297222222222224,,1.9925555555555554,
2023-08-04 23:50:00,,7.1948888888888884,93.56133333333332,1.609,,19.858888888888888,,7.451444444444444,,100.62644444444445,,,,35.25611111111111,,53.31711111111111,,2.0127777777777776,
2023-08-05 00:00:00,1475.0,9.138,52.005,1.443,,19.822,,7.459,,100.667,,8.159,,35.271,,53.337,,2.033,
2023-08-05 00:10:00,,7.086,65.709,1.4396666666666667,,19.816,,7.454666666666666,,100.60166666666667,,,,35.27166666666667,,53.33766666666667,,2.0203333333333333,
2023-08-05 00:20:00,,5.034,79.41300000000001,1.4363333333333335,,19.81,,7.450333333333333,,100.53633333333333,,,,35.272333333333336,,53.33833333333333,,2.0076666666666667,
2023-08-05 00:30:00,1476.0,2.982,93.117,1.433,,19.804,,7.446,,100.471,,8.166,,35.273,,53.339,,1.995,
2023-08-05 00:40:00,,5.2716666666666665,79.76533333333333,1.455,,19.792666666666666,,7.448666666666666,,100.48566666666667,,,,35.27633333333333,,53.343666666666664,,1.9876666666666667,
2023-08-05 00:50:00,,7.561333333333334,66.41366666666667,1.477,,19.781333333333333,,7.451333333333333,,100.50033333333333,,,,35.27966666666667,,53.348333333333336,,1.9803333333333335,
2023-08-05 01:00:00,1477.0,9.851,53.062,1.499,,19.77,,7.454,,100.515,,8.168,,35.283,,53.353,,1.973,
2023-08-05 01:10:00,,7.690666666666667,141.53766666666667,1.3603333333333334,,19.76033333333333,,7.451666666666666,,100.467,,,,35.285333333333334,,53.356,,1.9866666666666666,
